Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
BFO,861223,30,BANKEX,BANKEX25OCT68000PE,OPTIDX,30-OCT-2025,68000,PE
BFO,861754,30,BANKEX,BANKEX25OCT68100PE,OPTIDX,30-OCT-2025,68100,PE
BFO,861272,30,BANKEX,BANKEX25OCT68200PE,OPTIDX,30-OCT-2025,68200,PE
BFO,861397,30,BANKEX,BANKEX25OCT69600PE,OPTIDX,30-OCT-2025,69600,PE
BFO,861566,30,BANKEX,BANKEX25OCT69500PE,OPTIDX,30-OCT-2025,69500,PE
BFO,861347,30,BANKEX,BANKEX25OCT69400PE,OPTIDX,30-OCT-2025,69400,PE
BFO,861519,30,BANKEX,BANKEX25OCT69300PE,OPTIDX,30-OCT-2025,69300,PE
BFO,861691,30,BANKEX,BANKEX25OCT69200PE,OPTIDX,30-OCT-2025,69200,PE
BFO,861478,30,BANKEX,BANKEX25OCT69100PE,OPTIDX,30-OCT-2025,69100,PE
BFO,861640,30,BANKEX,BANKEX25OCT69000PE,OPTIDX,30-OCT-2025,69000,PE
BFO,861232,30,BANKEX,BANKEX25OCT68900PE,OPTIDX,30-OCT-2025,68900,PE
BFO,861719,30,BANKEX,BANKEX25OCT68800PE,OPTIDX,30-OCT-2025,68800,PE
BFO,861188,30,BANKEX,BANKEX25OCT68700PE,OPTIDX,30-OCT-2025,68700,PE
BFO,861677,30,BANKEX,BANKEX25OCT68600PE,OPTIDX,30-OCT-2025,68600,PE
BFO,861842,30,BANKEX,BANKEX25OCT68500PE,OPTIDX,30-OCT-2025,68500,PE
BFO,861319,30,BANKEX,BANKEX25OCT68400PE,OPTIDX,30-OCT-2025,68400,PE
BFO,861798,30,BANKEX,BANKEX25OCT68300PE,OPTIDX,30-OCT-2025,68300,PE
BFO,861718,30,BANKEX,BANKEX25OCT66500PE,OPTIDX,30-OCT-2025,66500,PE
BFO,861187,30,BANKEX,BANKEX25OCT66400PE,OPTIDX,30-OCT-2025,66400,PE
BFO,861806,30,BANKEX,BANKEX25OCT64600PE,OPTIDX,30-OCT-2025,64600,PE
BFO,861278,30,BANKEX,BANKEX25OCT64500PE,OPTIDX,30-OCT-2025,64500,PE
BFO,861759,30,BANKEX,BANKEX25OCT64400PE,OPTIDX,30-OCT-2025,64400,PE
BFO,861230,30,BANKEX,BANKEX25OCT64300PE,OPTIDX,30-OCT-2025,64300,PE
BFO,861717,30,BANKEX,BANKEX25OCT64200PE,OPTIDX,30-OCT-2025,64200,PE
BFO,861186,30,BANKEX,BANKEX25OCT64100PE,OPTIDX,30-OCT-2025,64100,PE
BFO,861363,30,BANKEX,BANKEX25OCT64000PE,OPTIDX,30-OCT-2025,64000,PE
BFO,861653,30,BANKEX,BANKEX25OCT63900PE,OPTIDX,30-OCT-2025,63900,PE
BFO,861449,30,BANKEX,BANKEX25OCT63800PE,OPTIDX,30-OCT-2025,63800,PE
BFO,861612,30,BANKEX,BANKEX25OCT63700PE,OPTIDX,30-OCT-2025,63700,PE
BFO,861572,30,BANKEX,BANKEX25OCT63500PE,OPTIDX,30-OCT-2025,63500,PE
BFO,861354,30,BANKEX,BANKEX25OCT63400PE,OPTIDX,30-OCT-2025,63400,PE
BFO,861526,30,BANKEX,BANKEX25OCT63300PE,OPTIDX,30-OCT-2025,63300,PE
BFO,861694,30,BANKEX,BANKEX25OCT63200PE,OPTIDX,30-OCT-2025,63200,PE
BFO,861326,30,BANKEX,BANKEX25OCT64700PE,OPTIDX,30-OCT-2025,64700,PE
BFO,861156,30,BANKEX,BANKEX25OCT64800PE,OPTIDX,30-OCT-2025,64800,PE
BFO,861684,30,BANKEX,BANKEX25OCT64900PE,OPTIDX,30-OCT-2025,64900,PE
