Exchange,Token,Lotsize,Symbol,Tradingsymbol,Instrument,Expiry,Strike,Optiontype
NSE,2183,1,SUNDARMHLD,SUNDARMHLD-EQ,EQ,,0,
NSE,3339,1,SUNDARMFIN,SUNDARMFIN-EQ,EQ,,0,
NSE,18935,1,SUNDARAM,SUNDARAM-BE,BE,,0,
NSE,20956,1,SUNCLAY,SUNCLAY-EQ,EQ,,0,
NSE,21275,1,SUMMITSEC,SUMMITSEC-EQ,EQ,,0,
NSE,11141,1,SUMIT,SUMIT-BE,BE,,0,
NSE,17105,1,SUMICHEM,SUMICHEM-EQ,EQ,,0,
NSE,20794,1,SUMEETINDS,SUMEETINDS-BE,BE,,0,
NSE,13218,1,SULA,SULA-EQ,EQ,,0,
NSE,11804,1,SUKHJITS,SUKHJITS-EQ,EQ,,0,
NSE,3327,1,SUDARSCHEM,SUDARSCHEM-EQ,EQ,,0,
NSE,3324,1,SUBROS,SUBROS-EQ,EQ,,0,
NSE,967,1,SUBEXLTD,SUBEXLTD-EQ,EQ,,0,
NSE,19,1,STYRENIX,STYRENIX-EQ,EQ,,0,
NSE,25114,1,STYLEBAAZA,STYLEBAAZA-EQ,EQ,,0,
NSE,5186,1,STYLAMIND,STYLAMIND-EQ,EQ,,0,
NSE,2107,1,STOVEKRAFT,STOVEKRAFT-EQ,EQ,,0,
NSE,9309,1,STLTECH,STLTECH-EQ,EQ,,0,
NSE,4299,1,STERTOOLS,STERTOOLS-EQ,EQ,,0,
NSE,21488,1,STEL,STEL-BE,BE,,0,
NSE,21339,1,STEELXIND,STEELXIND-EQ,EQ,,0,
NSE,10406,1,STEELCITY,STEELCITY-EQ,EQ,,0,
NSE,6803,1,STEELCAS,STEELCAS-EQ,EQ,,0,
NSE,10948,1,STCINDIA,STCINDIA-EQ,EQ,,0,
NSE,9314,1,STARTECK,STARTECK-BE,BE,,0,
NSE,3291,1,STARPAPER,STARPAPER-EQ,EQ,,0,
NSE,7083,1,STARHEALTH,STARHEALTH-EQ,EQ,,0,
NSE,21091,1,STARCEMENT,STARCEMENT-EQ,EQ,,0,
NSE,7374,1,STAR,STAR-EQ,EQ,,0,
NSE,24226,1,STANLEY,STANLEY-EQ,EQ,,0,
NSE,11829,1,SSWL,SSWL-EQ,EQ,,0,
NSE,24856,1,SSDL,SSDL-EQ,EQ,,0,
NSE,140,1,SRPL,SRPL-EQ,EQ,,0,
NSE,23403,1,SRM,SRM-BE,BE,,0,
NSE,14582,1,SRHHYPOLTD,SRHHYPOLTD-EQ,EQ,,0,
NSE,18119,1,SRGHFL,SRGHFL-EQ,EQ,,0,
NSE,3273,1,SRF,SRF-EQ,EQ,,0,
NSE,31837,1,SREEL,SREEL-EQ,EQ,,0,
NSE,10733,1,SPORTKING,SPORTKING-EQ,EQ,,0,
NSE,7166,1,SPMLINFRA,SPMLINFRA-BE,BE,,0,
NSE,9617,1,SPLPETRO,SPLPETRO-EQ,EQ,,0,
NSE,11935,1,SPLIL,SPLIL-EQ,EQ,,0,
NSE,3252,1,SPIC,SPIC-EQ,EQ,,0,
NSE,8163,1,SPENCERS,SPENCERS-EQ,EQ,,0,
NSE,27107,1,SPECIALITY,SPECIALITY-EQ,EQ,,0,
NSE,19372,1,SPCENET,SPCENET-EQ,EQ,,0,
NSE,14788,1,SPARC,SPARC-EQ,EQ,,0,
NSE,11435,1,SPANDANA,SPANDANA-EQ,EQ,,0,
NSE,18252,1,SPAL,SPAL-EQ,EQ,,0,
NSE,9679,1,SOUTHWEST,SOUTHWEST-BE,BE,,0,
NSE,5948,1,SOUTHBANK,SOUTHBANK-EQ,EQ,,0,
NSE,3021,1,SOTL,SOTL-EQ,EQ,,0,
NSE,6596,1,SONATSOFTW,SONATSOFTW-EQ,EQ,,0,
NSE,8817,1,SONAMLTD,SONAMLTD-BE,BE,,0,
NSE,4684,1,SONACOMS,SONACOMS-EQ,EQ,,0,
NSE,17798,1,SOMICONVEY,SOMICONVEY-BE,BE,,0,
NSE,4201,1,SOMATEX,SOMATEX-EQ,EQ,,0,
NSE,3880,1,SOMANYCERA,SOMANYCERA-EQ,EQ,,0,
NSE,13332,1,SOLARINDS,SOLARINDS-EQ,EQ,,0,
NSE,3684,1,SOLARA,SOLARA-BE,BE,,0,
NSE,8266,1,SOFTTECH,SOFTTECH-EQ,EQ,,0,
NSE,13826,1,SOBHA,SOBHA-EQ,EQ,,0,
NSE,4843,1,SNOWMAN,SNOWMAN-EQ,EQ,,0,
NSE,14329,1,SMSPHARMA,SMSPHARMA-EQ,EQ,,0,
NSE,21555,1,SMSLIFE,SMSLIFE-BE,BE,,0,
NSE,6843,1,SMLT,SMLT-EQ,EQ,,0,
NSE,3387,1,SMLISUZU,SMLISUZU-EQ,EQ,,0,
NSE,2320,1,SMCGLOBAL,SMCGLOBAL-EQ,EQ,,0,
NSE,9889,1,SMARTLINK,SMARTLINK-EQ,EQ,,0,
NSE,22832,1,SMALLCAP,SMALLCAP-EQ,EQ,,0,
NSE,13634,1,SKYGOLD,SKYGOLD-BE,BE,,0,
NSE,4732,1,SKMEGGPROD,SKMEGGPROD-EQ,EQ,,0,
NSE,9428,1,SKIPPER,SKIPPER-EQ,EQ,,0,
NSE,3186,1,SKFINDIA,SKFINDIA-EQ,EQ,,0,
NSE,18883,1,SJVN,SJVN-EQ,EQ,,0,
NSE,6643,1,SJS,SJS-EQ,EQ,,0,
NSE,14096,1,SIYSIL,SIYSIL-EQ,EQ,,0,
NSE,14001,1,SITINET,SITINET-BE,BE,,0,
NSE,21501,1,SIS,SIS-EQ,EQ,,0,
NSE,11050,1,SIRCA,SIRCA-EQ,EQ,,0,
NSE,381,1,SINTERCOM,SINTERCOM-EQ,EQ,,0,
NSE,16859,1,SINDHUTRAD,SINDHUTRAD-EQ,EQ,,0,
NSE,23480,1,SINCLAIR,SINCLAIR-EQ,EQ,,0,
NSE,9331,1,SIMPLEXINF,SIMPLEXINF-BE,BE,,0,
NSE,14616,1,SIMBHALS,SIMBHALS-BE,BE,,0,
NSE,16777,1,SILVRETF,SILVRETF-EQ,EQ,,0,
NSE,9422,1,SILVERTUC,SILVERTUC-EQ,EQ,,0,
NSE,7942,1,SILVERIETF,SILVERIETF-EQ,EQ,,0,
NSE,15085,1,SILVERETF,SILVERETF-EQ,EQ,,0,
NSE,8080,1,SILVERBEES,SILVERBEES-EQ,EQ,,0,
NSE,10761,1,SILVERADD,SILVERADD-EQ,EQ,,0,
NSE,13082,1,SILVER1,SILVER1-EQ,EQ,,0,
NSE,8003,1,SILVER,SILVER-EQ,EQ,,0,
NSE,19099,1,SILLYMONKS,SILLYMONKS-BE,BE,,0,
NSE,4105,1,SILINV,SILINV-EQ,EQ,,0,
NSE,2492,1,SILGO,SILGO-EQ,EQ,,0,
NSE,11298,1,SIL,SIL-BE,BE,,0,
NSE,6218,1,SIKKO,SIKKO-EQ,EQ,,0,
NSE,22656,1,SIGNPOST,SIGNPOST-EQ,EQ,,0,
NSE,18743,1,SIGNATURE,SIGNATURE-EQ,EQ,,0,
NSE,16658,1,SIGMA,SIGMA-EQ,EQ,,0,
NSE,4522,1,SIGIND,SIGIND-EQ,EQ,,0,
NSE,6663,1,SIGACHI,SIGACHI-EQ,EQ,,0,
NSE,3150,1,SIEMENS,SIEMENS-EQ,EQ,,0,
NSE,13741,1,SHYAMTEL,SHYAMTEL-BE,BE,,0,
NSE,4693,1,SHYAMMETL,SHYAMMETL-EQ,EQ,,0,
NSE,10188,1,SHYAMCENT,SHYAMCENT-EQ,EQ,,0,
NSE,7200,1,SHRIRAMPPS,SHRIRAMPPS-EQ,EQ,,0,
NSE,4306,1,SHRIRAMFIN,SHRIRAMFIN-EQ,EQ,,0,
NSE,17186,1,SHRIPISTON,SHRIPISTON-EQ,EQ,,0,
NSE,3129,1,SHREYAS,SHREYAS-EQ,EQ,,0,
NSE,3126,1,SHREYANIND,SHREYANIND-EQ,EQ,,0,
NSE,11150,1,SHRENIK,SHRENIK-BE,BE,,0,
NSE,7634,1,SHREERAMA,SHREERAMA-BE,BE,,0,
NSE,10592,1,SHREEPUSHK,SHREEPUSHK-BE,BE,,0,
NSE,3103,1,SHREECEM,SHREECEM-EQ,EQ,,0,
NSE,3099,1,SHREDIGCEM,SHREDIGCEM-EQ,EQ,,0,
NSE,716,1,SHRADHA,SHRADHA-BE,BE,,0,
NSE,11813,1,SHOPERSTOP,SHOPERSTOP-EQ,EQ,,0,
NSE,11212,1,SHK,SHK-EQ,EQ,,0,
NSE,804,1,SHIVATEX,SHIVATEX-EQ,EQ,,0,
NSE,1497,1,SHIVAMILLS,SHIVAMILLS-EQ,EQ,,0,
NSE,13757,1,SHIVAMAUTO,SHIVAMAUTO-BE,BE,,0,
NSE,7016,1,SHIVALIK,SHIVALIK-EQ,EQ,,0,
NSE,17752,1,SHILPAMED,SHILPAMED-EQ,EQ,,0,
NSE,5068,1,SHEMAROO,SHEMAROO-EQ,EQ,,0,
NSE,21099,1,SHEKHAWATI,SHEKHAWATI-BE,BE,,0,
NSE,17044,1,SHARIABEES,SHARIABEES-EQ,EQ,,0,
NSE,104,1,SHAREINDIA,SHAREINDIA-EQ,EQ,,0,
NSE,10530,1,SHARDAMOTR,SHARDAMOTR-EQ,EQ,,0,
NSE,4992,1,SHARDACROP,SHARDACROP-EQ,EQ,,0,
NSE,3078,1,SHANTIGEAR,SHANTIGEAR-EQ,EQ,,0,
NSE,5650,1,SHANTI,SHANTI-EQ,EQ,,0,
NSE,20321,1,SHANKARA,SHANKARA-EQ,EQ,,0,
NSE,15342,1,SHALPAINTS,SHALPAINTS-EQ,EQ,,0,
NSE,714,1,SHALBY,SHALBY-EQ,EQ,,0,
NSE,25578,1,SHAKTIPUMP,SHAKTIPUMP-BE,BE,,0,
NSE,8727,1,SHAILY,SHAILY-EQ,EQ,,0,
NSE,11859,1,SHAHALLOYS,SHAHALLOYS-BE,BE,,0,
NSE,20300,1,SHAH,SHAH-BE,BE,,0,
NSE,13370,1,SGL,SGL-BE,BE,,0,
NSE,5114,1,SGIL,SGIL-EQ,EQ,,0,
NSE,19184,1,SFL,SFL-EQ,EQ,,0,
NSE,10836,1,SEYAIND,SEYAIND-BE,BE,,0,
NSE,7353,1,SETFNN50,SETFNN50-EQ,EQ,,0,
NSE,7361,1,SETFNIFBK,SETFNIFBK-EQ,EQ,,0,
NSE,10176,1,SETFNIF50,SETFNIF50-EQ,EQ,,0,
NSE,17272,1,SETFGOLD,SETFGOLD-EQ,EQ,,0,
NSE,17395,1,SETF10GILT,SETF10GILT-EQ,EQ,,0,
NSE,17518,1,SETCO,SETCO-BE,BE,,0,
NSE,3066,1,SESHAPAPER,SESHAPAPER-EQ,EQ,,0,
NSE,5507,1,SERVOTECH,SERVOTECH-EQ,EQ,,0,
NSE,14296,1,SEQUENT,SEQUENT-EQ,EQ,,0,
NSE,15308,1,SEPC,SEPC-EQ,EQ,,0,
NSE,4378,1,SENSEXIETF,SENSEXIETF-EQ,EQ,,0,
NSE,19224,1,SENSEXETF,SENSEXETF-EQ,EQ,,0,
NSE,17613,1,SENSEXADD,SENSEXADD-EQ,EQ,,0,
NSE,17271,1,SENCO,SENCO-EQ,EQ,,0,
NSE,11964,1,SEMAC,SEMAC-BE,BE,,0,
NSE,6274,1,SELMC,SELMC-BE,BE,,0,
NSE,13598,1,SELAN,SELAN-EQ,EQ,,0,
NSE,7091,1,SEJALLTD,SEJALLTD-EQ,EQ,,0,
NSE,11058,1,SECURKLOUD,SECURKLOUD-EQ,EQ,,0,
NSE,11524,1,SECURCRED,SECURCRED-BE,BE,,0,
NSE,19496,1,SECMARK,SECMARK-EQ,EQ,,0,
NSE,2616,1,SEAMECLTD,SEAMECLTD-EQ,EQ,,0,
NSE,3022,1,SDL26BEES,SDL26BEES-EQ,EQ,,0,
NSE,1338,1,SDBL,SDBL-EQ,EQ,,0,
NSE,12072,1,SCPL,SCPL-EQ,EQ,,0,
NSE,23127,1,SCILAL,SCILAL-EQ,EQ,,0,
NSE,3048,1,SCI,SCI-EQ,EQ,,0,
NSE,31234,1,SCHNEIDER,SCHNEIDER-EQ,EQ,,0,
NSE,20698,1,SCHAND,SCHAND-EQ,EQ,,0,
NSE,1011,1,SCHAEFFLER,SCHAEFFLER-EQ,EQ,,0,
NSE,24366,1,SBISILVER,SBISILVER-EQ,EQ,,0,
NSE,24524,1,SBINEQWETF,SBINEQWETF-EQ,EQ,,0,
NSE,3045,1,SBIN,SBIN-EQ,EQ,,0,
NSE,21808,1,SBILIFE,SBILIFE-EQ,EQ,,0,
NSE,7218,1,SBIETFQLTY,SBIETFQLTY-EQ,EQ,,0,
NSE,722,1,SBIETFPB,SBIETFPB-EQ,EQ,,0,
NSE,740,1,SBIETFIT,SBIETFIT-EQ,EQ,,0,
NSE,5168,1,SBIETFCON,SBIETFCON-EQ,EQ,,0,
NSE,17971,1,SBICARD,SBICARD-EQ,EQ,,0,
NSE,14139,1,SBGLP,SBGLP-EQ,EQ,,0,
NSE,18026,1,SBFC,SBFC-EQ,EQ,,0,
NSE,4656,1,SBCL,SBCL-EQ,EQ,,0,
NSE,6792,1,SBC,SBC-EQ,EQ,,0,
NSE,3018,1,SAURASHCEM,SAURASHCEM-EQ,EQ,,0,
NSE,12015,1,SATINDLTD,SATINDLTD-EQ,EQ,,0,
NSE,10453,1,SATIN,SATIN-EQ,EQ,,0,
NSE,11045,1,SATIA,SATIA-EQ,EQ,,0,
NSE,20063,1,SASTASUNDR,SASTASUNDR-EQ,EQ,,0,
NSE,11983,1,SASKEN,SASKEN-EQ,EQ,,0,
NSE,12913,1,SARVESHWAR,SARVESHWAR-EQ,EQ,,0,
NSE,14047,1,SARLAPOLY,SARLAPOLY-BE,BE,,0,
NSE,4892,1,SAREGAMA,SAREGAMA-EQ,EQ,,0,
NSE,17758,1,SARDAEN,SARDAEN-EQ,EQ,,0,
NSE,6718,1,SAPPHIRE,SAPPHIRE-EQ,EQ,,0,
NSE,24582,1,SANSTAR,SANSTAR-EQ,EQ,,0,
NSE,5751,1,SANSERA,SANSERA-EQ,EQ,,0,
NSE,25222,1,SANOFICONR,SANOFICONR-EQ,EQ,,0,
NSE,1442,1,SANOFI,SANOFI-EQ,EQ,,0,
NSE,11032,1,SANGINITA,SANGINITA-EQ,EQ,,0,
NSE,14058,1,SANGHVIMOV,SANGHVIMOV-EQ,EQ,,0,
NSE,2997,1,SANGHIIND,SANGHIIND-EQ,EQ,,0,
NSE,4184,1,SANGAMIND,SANGAMIND-EQ,EQ,,0,
NSE,18359,1,SANDUMA,SANDUMA-EQ,EQ,,0,
NSE,2397,1,SANDHAR,SANDHAR-EQ,EQ,,0,
NSE,2988,1,SANDESH,SANDESH-EQ,EQ,,0,
NSE,27307,1,SAMPANN,SAMPANN-BE,BE,,0,
NSE,30125,1,SAMMAANCAP,SAMMAANCAP-EQ,EQ,,0,
NSE,18614,1,SAMHI,SAMHI-EQ,EQ,,0,
NSE,4127,1,SAMBHAAV,SAMBHAAV-EQ,EQ,,0,
NSE,11399,1,SALZERELEC,SALZERELEC-EQ,EQ,,0,
NSE,11634,1,SALSTEEL,SALSTEEL-EQ,EQ,,0,
NSE,17351,1,SALONA,SALONA-EQ,EQ,,0,
NSE,21362,1,SALASAR,SALASAR-EQ,EQ,,0,
NSE,13255,1,SAKUMA,SAKUMA-BE,BE,,0,
NSE,11794,1,SAKSOFT,SAKSOFT-EQ,EQ,,0,
NSE,2969,1,SAKHTISUG,SAKHTISUG-EQ,EQ,,0,
NSE,9539,1,SAKAR,SAKAR-EQ,EQ,,0,
NSE,2963,1,SAIL,SAIL-EQ,EQ,,0,
NSE,14900,1,SAHYADRI,SAHYADRI-EQ,EQ,,0,
NSE,13689,1,SAH,SAH-EQ,EQ,,0,
NSE,14068,1,SAGCEM,SAGCEM-EQ,EQ,,0,
NSE,8176,1,SAGARDEEP,SAGARDEEP-BE,BE,,0,
NSE,13035,1,SAFARI,SAFARI-EQ,EQ,,0,
NSE,15343,1,SADHNANIQ,SADHNANIQ-EQ,EQ,,0,
NSE,10622,1,SADBHIN,SADBHIN-BE,BE,,0,
NSE,13236,1,SADBHAV,SADBHAV-EQ,EQ,,0,
NSE,23367,1,SABTNL,SABTNL-BE,BE,,0,
NSE,18501,1,SABEVENTS,SABEVENTS-BE,BE,,0,
NSE,8733,1,S&SPOWER,S&SPOWER-BE,BE,,0,
NSE,9552,1,RVNL,RVNL-EQ,EQ,,0,
NSE,1572,1,RVHL,RVHL-BE,BE,,0,
NSE,12219,1,RUSTOMJEE,RUSTOMJEE-EQ,EQ,,0,
NSE,24595,1,RUSHIL,RUSHIL-EQ,EQ,,0,
NSE,25724,1,RUPA,RUPA-EQ,EQ,,0,
NSE,13821,1,RUCHIRA,RUCHIRA-EQ,EQ,,0,
NSE,8423,1,RUCHINFRA,RUCHINFRA-BE,BE,,0,
NSE,2939,1,RUBYMILLS,RUBYMILLS-EQ,EQ,,0,
NSE,24730,1,RUBFILA,RUBFILA-EQ,EQ,,0,
NSE,17520,1,RTNPOWER,RTNPOWER-EQ,EQ,,0,
NSE,27297,1,RTNINDIA,RTNINDIA-EQ,EQ,,0,
NSE,13414,1,RSYSTEMS,RSYSTEMS-EQ,EQ,,0,
NSE,2794,1,RSWM,RSWM-EQ,EQ,,0,
NSE,8426,1,RSSOFTWARE,RSSOFTWARE-BE,BE,,0,
NSE,18566,1,RRKABEL,RRKABEL-EQ,EQ,,0,
NSE,22670,1,RPTECH,RPTECH-EQ,EQ,,0,
NSE,8119,1,RPSGVENT,RPSGVENT-EQ,EQ,,0,
NSE,6913,1,RPPL,RPPL-EQ,EQ,,0,
NSE,20764,1,RPPINFRA,RPPINFRA-BE,BE,,0,
NSE,15259,1,RPOWER,RPOWER-EQ,EQ,,0,
NSE,16725,1,RPGLIFE,RPGLIFE-EQ,EQ,,0,
NSE,24735,1,RPEL,RPEL-EQ,EQ,,0,
NSE,128,1,ROUTE,ROUTE-EQ,EQ,,0,
NSE,9049,1,ROTO,ROTO-EQ,EQ,,0,
NSE,28917,1,ROSSELLIND,ROSSELLIND-BE,BE,,0,
NSE,19410,1,ROSSARI,ROSSARI-EQ,EQ,,0,
NSE,359,1,ROML,ROML-EQ,EQ,,0,
NSE,19108,1,ROLLT,ROLLT-BE,BE,,0,
NSE,5279,1,ROLEXRINGS,ROLEXRINGS-EQ,EQ,,0,
NSE,13182,1,ROHLTD,ROHLTD-EQ,EQ,,0,
NSE,11975,1,RML,RML-EQ,EQ,,0,
NSE,23043,1,RKSWAMY,RKSWAMY-EQ,EQ,,0,
NSE,11411,1,RKFORGE,RKFORGE-EQ,EQ,,0,
NSE,1553,1,RKEC,RKEC-BE,BE,,0,
NSE,20954,1,RKDL,RKDL-BE,BE,,0,
NSE,3761,1,RITES,RITES-EQ,EQ,,0,
NSE,8944,1,RITCO,RITCO-EQ,EQ,,0,
NSE,18417,1,RISHABH,RISHABH-EQ,EQ,,0,
NSE,2912,1,RIIL,RIIL-EQ,EQ,,0,
NSE,2909,1,RICOAUTO,RICOAUTO-EQ,EQ,,0,
NSE,15162,1,RHL,RHL-BE,BE,,0,
NSE,31163,1,RHIM,RHIM-EQ,EQ,,0,
NSE,15129,1,RGL,RGL-EQ,EQ,,0,
NSE,25157,1,REVATHIEQU,REVATHIEQU-EQ,EQ,,0,
NSE,24147,1,RETAIL,RETAIL-BE,BE,,0,
NSE,20323,1,RESPONIND,RESPONIND-EQ,EQ,,0,
NSE,13126,1,REPRO,REPRO-EQ,EQ,,0,
NSE,1480,1,REPL,REPL-EQ,EQ,,0,
NSE,29598,1,REPCOHOME,REPCOHOME-EQ,EQ,,0,
NSE,12026,1,RENUKA,RENUKA-EQ,EQ,,0,
NSE,3965,1,REMSONSIND,REMSONSIND-EQ,EQ,,0,
NSE,24596,1,RELTD,RELTD-EQ,EQ,,0,
NSE,553,1,RELINFRA,RELINFRA-EQ,EQ,,0,
NSE,15068,1,RELIGARE,RELIGARE-EQ,EQ,,0,
NSE,2885,1,RELIANCE,RELIANCE-EQ,EQ,,0,
NSE,24380,1,RELIABLE,RELIABLE-BE,BE,,0,
NSE,9652,1,RELCHEMQ,RELCHEMQ-EQ,EQ,,0,
NSE,24225,1,RELAXO,RELAXO-EQ,EQ,,0,
NSE,9051,1,REGENCERAM,REGENCERAM-BE,BE,,0,
NSE,17764,1,REFEX,REFEX-EQ,EQ,,0,
NSE,17859,1,REDTAPE,REDTAPE-EQ,EQ,,0,
NSE,14255,1,REDINGTON,REDINGTON-EQ,EQ,,0,
NSE,15355,1,RECLTD,RECLTD-EQ,EQ,,0,
NSE,13188,1,RCOM,RCOM-BE,BE,,0,
NSE,2866,1,RCF,RCF-EQ,EQ,,0,
NSE,20893,1,RBZJEWEL,RBZJEWEL-BE,BE,,0,
NSE,18391,1,RBLBANK,RBLBANK-EQ,EQ,,0,
NSE,16749,1,RBL,RBL-BE,BE,,0,
NSE,1494,1,RBA,RBA-EQ,EQ,,0,
NSE,25073,1,RAYMONDLSL,RAYMONDLSL-EQ,EQ,,0,
NSE,2859,1,RAYMOND,RAYMOND-EQ,EQ,,0,
NSE,18424,1,RATNAVEER,RATNAVEER-BE,BE,,0,
NSE,13451,1,RATNAMANI,RATNAMANI-EQ,EQ,,0,
NSE,7177,1,RATEGAIN,RATEGAIN-EQ,EQ,,0,
NSE,2844,1,RANEHOLDIN,RANEHOLDIN-EQ,EQ,,0,
NSE,16755,1,RANEENGINE,RANEENGINE-BE,BE,,0,
NSE,2837,1,RANASUG,RANASUG-EQ,EQ,,0,
NSE,10485,1,RAMRAT,RAMRAT-EQ,EQ,,0,
NSE,20134,1,RAMKY,RAMKY-EQ,EQ,,0,
NSE,7851,1,RAMCOSYS,RAMCOSYS-EQ,EQ,,0,
NSE,4587,1,RAMCOIND,RAMCOIND-EQ,EQ,,0,
NSE,2043,1,RAMCOCEM,RAMCOCEM-EQ,EQ,,0,
NSE,10300,1,RAMASTEEL,RAMASTEEL-EQ,EQ,,0,
NSE,10568,1,RAMAPHO,RAMAPHO-EQ,EQ,,0,
NSE,13565,1,RAMANEWS,RAMANEWS-EQ,EQ,,0,
NSE,2816,1,RALLIS,RALLIS-EQ,EQ,,0,
NSE,14407,1,RAJTV,RAJTV-BE,BE,,0,
NSE,2809,1,RAJSREESUG,RAJSREESUG-EQ,EQ,,0,
NSE,8428,1,RAJRILTD,RAJRILTD-BE,BE,,0,
NSE,18962,1,RAJRATAN,RAJRATAN-EQ,EQ,,0,
NSE,2168,1,RAJMET,RAJMET-EQ,EQ,,0,
NSE,7401,1,RAJESHEXPO,RAJESHEXPO-EQ,EQ,,0,
NSE,9408,1,RAINBOW,RAINBOW-EQ,EQ,,0,
NSE,15337,1,RAIN,RAIN-EQ,EQ,,0,
NSE,2431,1,RAILTEL,RAILTEL-EQ,EQ,,0,
NSE,19877,1,RADIOCITY,RADIOCITY-EQ,EQ,,0,
NSE,10990,1,RADICO,RADICO-EQ,EQ,,0,
NSE,13580,1,RADIANTCMS,RADIANTCMS-EQ,EQ,,0,
NSE,10343,1,RADHIKAJWE,RADHIKAJWE-EQ,EQ,,0,
NSE,11268,1,RADAAN,RADAAN-BE,BE,,0,
NSE,15391,1,RACE,RACE-EQ,EQ,,0,
NSE,13116,1,QUICKHEAL,QUICKHEAL-EQ,EQ,,0,
NSE,17704,1,QUESS,QUESS-EQ,EQ,,0,
NSE,17808,1,QUAL30IETF,QUAL30IETF-EQ,EQ,,0,
NSE,16819,1,QNIFTY,QNIFTY-EQ,EQ,,0,
NSE,15330,1,QGOLDHALF,QGOLDHALF-EQ,EQ,,0,
NSE,18250,1,PYRAMID,PYRAMID-EQ,EQ,,0,
NSE,17576,1,PVTBANKADD,PVTBANKADD-EQ,EQ,,0,
NSE,11386,1,PVTBANIETF,PVTBANIETF-EQ,EQ,,0,
NSE,23142,1,PVSL,PVSL-EQ,EQ,,0,
NSE,13147,1,PVRINOX,PVRINOX-EQ,EQ,,0,
NSE,6273,1,PVP,PVP-BE,BE,,0,
NSE,14926,1,PURVA,PURVA-BE,BE,,0,
NSE,4344,1,PUNJABCHEM,PUNJABCHEM-EQ,EQ,,0,
NSE,14101,1,PTL,PTL-EQ,EQ,,0,
NSE,16690,1,PTCIL,PTCIL-BE,BE,,0,
NSE,11355,1,PTC,PTC-EQ,EQ,,0,
NSE,14584,1,PSUBNKIETF,PSUBNKIETF-EQ,EQ,,0,
NSE,15032,1,PSUBNKBEES,PSUBNKBEES-EQ,EQ,,0,
NSE,17616,1,PSUBANKADD,PSUBANKADD-EQ,EQ,,0,
NSE,15061,1,PSUBANK,PSUBANK-EQ,EQ,,0,
NSE,20877,1,PSPPROJECT,PSPPROJECT-EQ,EQ,,0,
NSE,21001,1,PSB,PSB-EQ,EQ,,0,
NSE,20528,1,PRUDMOULI,PRUDMOULI-BE,BE,,0,
NSE,9553,1,PRUDENT,PRUDENT-EQ,EQ,,0,
NSE,2739,1,PRSMJOHNSN,PRSMJOHNSN-EQ,EQ,,0,
NSE,28859,1,PROZONER,PROZONER-EQ,EQ,,0,
NSE,8825,1,PRIVISCL,PRIVISCL-EQ,EQ,,0,
NSE,5292,1,PRITIKAUTO,PRITIKAUTO-EQ,EQ,,0,
NSE,8304,1,PRITI,PRITI-EQ,EQ,,0,
NSE,16045,1,PRINCEPIPE,PRINCEPIPE-EQ,EQ,,0,
NSE,11864,1,PRIMESECU,PRIMESECU-EQ,EQ,,0,
NSE,19631,1,PRICOLLTD,PRICOLLTD-EQ,EQ,,0,
NSE,20302,1,PRESTIGE,PRESTIGE-EQ,EQ,,0,
NSE,3908,1,PREMIERPOL,PREMIERPOL-EQ,EQ,,0,
NSE,25049,1,PREMIERENE,PREMIERENE-EQ,EQ,,0,
NSE,17397,1,PREMEXPLN,PREMEXPLN-EQ,EQ,,0,
NSE,2717,1,PRECWIRE,PRECWIRE-EQ,EQ,,0,
NSE,5884,1,PRECOT,PRECOT-BE,BE,,0,
NSE,12603,1,PRECAM,PRECAM-EQ,EQ,,0,
NSE,1216,1,PRAXIS,PRAXIS-BE,BE,,0,
NSE,19599,1,PRAKASHSTL,PRAKASHSTL-EQ,EQ,,0,
NSE,2708,1,PRAKASH,PRAKASH-EQ,EQ,,0,
NSE,2705,1,PRAJIND,PRAJIND-EQ,EQ,,0,
NSE,13945,1,PRAENG,PRAENG-BE,BE,,0,
NSE,11571,1,PPLPHARMA,PPLPHARMA-EQ,EQ,,0,
NSE,10297,1,PPL,PPL-EQ,EQ,,0,
NSE,15209,1,PPAP,PPAP-EQ,EQ,,0,
NSE,10473,1,POWERMECH,POWERMECH-EQ,EQ,,0,
NSE,18457,1,POWERINDIA,POWERINDIA-EQ,EQ,,0,
NSE,14977,1,POWERGRID,POWERGRID-EQ,EQ,,0,
NSE,11403,1,POONAWALLA,POONAWALLA-EQ,EQ,,0,
NSE,10661,1,PONNIERODE,PONNIERODE-EQ,EQ,,0,
NSE,2687,1,POLYPLEX,POLYPLEX-EQ,EQ,,0,
NSE,25718,1,POLYMED,POLYMED-EQ,EQ,,0,
NSE,9590,1,POLYCAB,POLYCAB-EQ,EQ,,0,
NSE,6656,1,POLICYBZR,POLICYBZR-EQ,EQ,,0,
NSE,17651,1,POKARNA,POKARNA-EQ,EQ,,0,
NSE,19036,1,PODDARMENT,PODDARMENT-EQ,EQ,,0,
NSE,14385,1,POCL,POCL-EQ,EQ,,0,
NSE,25312,1,PNGJL,PNGJL-EQ,EQ,,0,
NSE,9385,1,PNCINFRA,PNCINFRA-EQ,EQ,,0,
NSE,9342,1,PNC,PNC-EQ,EQ,,0,
NSE,18908,1,PNBHOUSING,PNBHOUSING-EQ,EQ,,0,
NSE,8736,1,PNBGILTS,PNBGILTS-EQ,EQ,,0,
